age,workclass,final_weight,education,education_number,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salario
46,Private,276087,secundaria,9,casado,Sales,Husband,White,Masculino,5013,0,50,Norte America,<=50K
42,funcionario,557644,secundaria,9,soltero,Adm-clerical,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
42,autonomo,199143,master,15,separado,Prof-specialty,Unmarried,White,Femenino,7430,0,44,Norte America,>50K
22,Private,133833,bachillerato,10,soltero,Adm-clerical,Own-child,White,Femenino,0,0,40,Norte America,<=50K
26,Private,48099,universidad,13,soltero,Sales,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
30,Private,302473,secundaria,9,soltero,Adm-clerical,Own-child,White,Femenino,0,0,40,Norte America,<=50K
23,Private,27073,bachillerato,10,soltero,Adm-clerical,Unmarried,Other,Femenino,0,0,40,Norte America,<=50K
64,Private,301352,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
46,Private,42972,master,14,casado,Prof-specialty,Wife,White,Femenino,0,0,22,Norte America,>50K
54,Private,197481,bachillerato,10,separado,Adm-clerical,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
35,Private,356250,master,15,casado,Sales,Husband,Asian-Pac-Islander,Masculino,0,0,35,Asia,<=50K
55,Private,130957,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,45,Norte America,<=50K
35,Private,179579,master,14,casado,Exec-managerial,Husband,White,Masculino,0,1977,48,Norte America,>50K
57,Private,162301,secundaria,9,separado,Adm-clerical,Not-in-family,White,Femenino,0,0,45,Norte America,<=50K
22,Private,200374,secundaria,9,soltero,Machine-op-inspct,Other-relative,White,Masculino,0,0,35,Norte America,<=50K
34,Private,23778,universidad,13,separado,Craft-repair,Unmarried,White,Masculino,0,0,40,Norte America,<=50K
32,Private,356689,secundaria,9,separado,Adm-clerical,Unmarried,White,Masculino,3887,0,40,Norte America,<=50K
41,Private,132222,master,15,casado,Prof-specialty,Husband,White,Masculino,0,2415,40,Norte America,>50K
22,Private,353039,secundaria,9,soltero,Craft-repair,Unmarried,White,Femenino,0,0,36,Norte America,<=50K
47,Private,193285,secundaria,9,casado,Other-service,Wife,Black,Femenino,5013,0,40,Norte America,<=50K
37,Private,301568,primaria,8,soltero,Other-service,Own-child,White,Femenino,0,0,40,Norte America,<=50K
39,Private,148903,secundaria,9,separado,Sales,Not-in-family,White,Femenino,4687,0,50,Norte America,>50K
62,Private,114060,primaria,4,casado,Protective-serv,Husband,White,Masculino,0,0,91,Norte America,<=50K
21,Private,119673,bachillerato,10,soltero,Other-service,Not-in-family,White,Femenino,0,0,30,Norte America,<=50K
28,Private,31493,universidad,13,soltero,Craft-repair,Own-child,White,Masculino,0,0,40,Norte America,>50K
22,funcionario,214731,bachillerato,10,soltero,Adm-clerical,Not-in-family,White,Femenino,0,0,15,Norte America,<=50K
35,Private,301911,universidad,13,casado,Exec-managerial,Husband,Asian-Pac-Islander,Masculino,0,0,50,Asia,>50K
35,Private,143385,secundaria,9,casado,Handlers-cleaners,Husband,White,Masculino,0,0,40,Norte America,<=50K
19,Private,100009,bachillerato,10,soltero,Sales,Own-child,White,Femenino,0,0,15,Norte America,<=50K
47,autonomo,192053,primaria,4,casado,Exec-managerial,Husband,White,Masculino,0,0,55,Norte America,>50K
19,Private,318822,primaria,7,soltero,Priv-house-serv,Not-in-family,White,Femenino,0,0,35,Norte America,<=50K
42,Private,89226,bachillerato,11,casado,Transport-moving,Husband,White,Masculino,0,0,45,Norte America,>50K
47,Private,252079,universidad,13,casado,Machine-op-inspct,Husband,White,Masculino,7688,0,44,Norte America,>50K
52,autonomo,311259,secundaria,9,casado,Sales,Husband,White,Masculino,0,0,40,Norte America,>50K
39,funcionario,193583,universidad,13,separado,Prof-specialty,Unmarried,White,Femenino,5455,0,60,Norte America,<=50K
21,Private,232577,bachillerato,11,soltero,Tech-support,Own-child,White,Femenino,0,0,30,Norte America,<=50K
18,Private,234953,bachillerato,10,soltero,Adm-clerical,Own-child,White,Femenino,0,0,25,Norte America,<=50K
63,Private,203783,secundaria,9,separado,Prof-specialty,Not-in-family,White,Femenino,0,0,72,Norte America,<=50K
20,Private,132053,secundaria,9,soltero,Adm-clerical,Other-relative,White,Femenino,0,1719,40,Norte America,<=50K
46,Private,194431,secundaria,9,soltero,Tech-support,Other-relative,White,Masculino,0,0,40,Norte America,<=50K
25,Private,159732,bachillerato,10,soltero,Adm-clerical,Not-in-family,White,Masculino,0,0,42,Norte America,<=50K
40,Private,216116,secundaria,9,separado,Adm-clerical,Unmarried,Black,Femenino,0,0,40,Norte America,<=50K
42,Private,191196,bachillerato,12,separado,Adm-clerical,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
42,autonomo,54583,universidad,13,separado,Prof-specialty,Unmarried,White,Femenino,0,0,30,Norte America,<=50K
35,Private,126569,bachillerato,10,casado,Sales,Husband,White,Masculino,4064,0,40,Norte America,<=50K
54,funcionario,32778,secundaria,9,separado,Exec-managerial,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
50,funcionario,34637,primaria,5,casado,Prof-specialty,Husband,White,Masculino,0,2002,40,Norte America,<=50K
22,Private,413110,secundaria,9,soltero,Other-service,Other-relative,Black,Femenino,0,0,15,Norte America,<=50K
28,Private,263015,primaria,6,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
40,Private,169995,secundaria,9,separado,Craft-repair,Unmarried,White,Masculino,0,0,40,Norte America,<=50K
42,Private,201732,bachillerato,10,casado,Sales,Husband,White,Masculino,0,0,40,Norte America,>50K
47,Private,127303,bachillerato,10,casado,Sales,Husband,White,Masculino,0,0,40,Norte America,<=50K
52,funcionario,152795,bachillerato,10,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
36,Private,206521,universidad,13,casado,Sales,Husband,White,Masculino,0,0,60,Norte America,>50K
45,funcionario,187715,secundaria,9,casado,Protective-serv,Husband,White,Masculino,0,0,40,Norte America,>50K
40,Private,289309,bachillerato,10,separado,Other-service,Not-in-family,White,Femenino,0,0,48,Norte America,<=50K
20,Private,59948,primaria,5,soltero,Adm-clerical,Unmarried,Black,Femenino,114,0,20,Norte America,<=50K
49,autonomo,219718,universidad,13,casado,Sales,Husband,White,Masculino,15024,0,40,Norte America,>50K
22,Private,137876,bachillerato,10,soltero,Protective-serv,Not-in-family,White,Masculino,0,0,20,Norte America,<=50K
49,Private,125421,secundaria,9,separado,Adm-clerical,Unmarried,White,Femenino,0,0,38,Norte America,<=50K
39,Private,327435,universidad,13,casado,Prof-specialty,Wife,White,Femenino,0,0,36,Norte America,>50K
24,Private,109667,master,14,soltero,Adm-clerical,Own-child,White,Masculino,0,0,15,Norte America,<=50K
37,Private,232614,secundaria,9,separado,Other-service,Unmarried,Black,Femenino,0,0,30,Norte America,<=50K
31,funcionario,199368,universidad,13,casado,Protective-serv,Husband,Black,Masculino,0,0,50,Norte America,>50K
48,funcionario,283037,universidad,13,casado,Prof-specialty,Husband,White,Masculino,0,0,40,Norte America,<=50K
39,autonomo,193026,doctorado,16,casado,Prof-specialty,Husband,White,Masculino,0,0,55,Norte America,>50K
47,funcionario,190325,bachillerato,10,separado,Tech-support,Unmarried,Black,Femenino,0,0,48,Norte America,<=50K
33,Private,291414,primaria,7,casado,Handlers-cleaners,Husband,White,Masculino,0,0,40,Norte America,<=50K
28,Private,302406,master,15,soltero,Prof-specialty,Not-in-family,White,Masculino,0,0,45,Norte America,<=50K
25,Private,262656,bachillerato,12,soltero,Sales,Own-child,White,Femenino,0,0,40,Norte America,<=50K
50,Private,140741,primaria,7,soltero,Machine-op-inspct,Other-relative,White,Femenino,0,0,40,Norte America,<=50K
39,Private,202950,universidad,13,soltero,Exec-managerial,Not-in-family,White,Masculino,0,0,45,Norte America,<=50K
19,Private,73190,bachillerato,10,soltero,Handlers-cleaners,Own-child,White,Masculino,0,0,20,Norte America,<=50K
41,Private,126850,master,15,casado,Adm-clerical,Husband,Asian-Pac-Islander,Masculino,0,0,40,Asia,<=50K
44,funcionario,38321,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,>50K
43,Private,107306,bachillerato,10,separado,Craft-repair,Not-in-family,White,Masculino,0,0,55,Norte America,<=50K
34,Private,112820,secundaria,9,separado,Handlers-cleaners,Not-in-family,White,Masculino,2463,0,40,Norte America,<=50K
28,Private,211032,bachillerato,10,soltero,Adm-clerical,Own-child,White,Masculino,0,0,40,Norte America,<=50K
27,Private,390657,secundaria,9,casado,Handlers-cleaners,Husband,Black,Masculino,0,0,40,Norte America,<=50K
28,Private,89813,secundaria,9,separado,Handlers-cleaners,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
40,funcionario,147372,bachillerato,10,soltero,Protective-serv,Not-in-family,White,Masculino,0,2444,40,Norte America,>50K
52,Private,357596,bachillerato,10,casado,Sales,Husband,White,Masculino,0,0,48,Norte America,>50K
46,Private,110171,master,14,casado,Prof-specialty,Husband,White,Masculino,15024,0,50,Norte America,>50K
46,funcionario,209057,master,14,casado,Exec-managerial,Husband,White,Masculino,0,0,50,Norte America,>50K
32,Private,136480,universidad,13,casado,Sales,Husband,White,Masculino,0,0,60,Norte America,>50K
51,funcionario,146181,primaria,5,casado,Transport-moving,Husband,Black,Masculino,0,0,40,Norte America,<=50K
32,Private,203181,secundaria,9,casado,Other-service,Husband,White,Masculino,0,0,60,Norte America,<=50K
40,Private,176063,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,1977,60,Norte America,>50K
18,Private,181755,secundaria,9,soltero,Sales,Not-in-family,White,Masculino,0,0,30,Norte America,<=50K
41,Private,154194,secundaria,9,soltero,Sales,Own-child,White,Femenino,0,0,40,Norte America,<=50K
24,Private,234460,primaria,5,soltero,Machine-op-inspct,Own-child,Black,Femenino,0,0,40,Norte America,<=50K
28,Private,165218,universidad,13,soltero,Adm-clerical,Not-in-family,White,Femenino,0,0,55,Norte America,<=50K
21,Private,149224,bachillerato,10,soltero,Transport-moving,Own-child,White,Masculino,0,0,30,Norte America,<=50K
48,Private,345831,secundaria,9,separado,Machine-op-inspct,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
32,Private,35595,universidad,13,soltero,Adm-clerical,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
36,Private,256636,secundaria,9,separado,Exec-managerial,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
60,Private,223696,primaria,2,separado,Craft-repair,Not-in-family,Other,Masculino,0,0,38,Norte America,<=50K
61,Private,668362,primaria,2,separado,Handlers-cleaners,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
19,Private,389143,bachillerato,10,soltero,Sales,Own-child,White,Masculino,0,0,40,Norte America,<=50K
38,Private,167140,master,15,casado,Prof-specialty,Husband,White,Masculino,99999,0,70,Norte America,>50K
42,Private,171424,universidad,13,casado,Tech-support,Husband,White,Masculino,7298,0,45,Norte America,>50K
65,Private,180807,secundaria,9,separado,Protective-serv,Not-in-family,White,Masculino,991,0,20,Norte America,<=50K
19,Private,136391,secundaria,9,soltero,Tech-support,Own-child,White,Femenino,0,0,20,Norte America,<=50K
42,Private,223934,bachillerato,12,separado,Exec-managerial,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
35,Private,123809,universidad,13,casado,Prof-specialty,Wife,White,Femenino,15024,0,35,Norte America,>50K
47,autonomo,205100,secundaria,9,casado,Prof-specialty,Husband,White,Masculino,0,0,38,Europa,<=50K
27,Private,249382,secundaria,9,separado,Other-service,Unmarried,Black,Femenino,0,0,40,Norte America,<=50K
20,Private,280714,bachillerato,10,soltero,Other-service,Own-child,White,Masculino,0,0,40,Norte America,<=50K
18,Private,391495,bachillerato,10,soltero,Sales,Own-child,White,Femenino,0,0,25,Norte America,<=50K
41,Private,303510,secundaria,9,casado,Exec-managerial,Husband,White,Masculino,0,0,40,Norte America,<=50K
51,Private,204567,bachillerato,11,separado,Adm-clerical,Unmarried,White,Femenino,0,0,45,Norte America,<=50K
30,Private,350979,secundaria,9,casado,Craft-repair,Husband,Asian-Pac-Islander,Masculino,0,0,40,Asia,<=50K
40,autonomo,279914,master,15,casado,Prof-specialty,Husband,White,Masculino,0,2415,40,Norte America,>50K
25,Private,202203,universidad,13,soltero,Adm-clerical,Unmarried,White,Femenino,0,0,60,Norte America,<=50K
29,Private,145182,secundaria,9,soltero,Protective-serv,Own-child,Black,Femenino,0,0,20,Norte America,<=50K
37,funcionario,191364,bachillerato,12,casado,Exec-managerial,Husband,White,Masculino,0,0,40,Europa,>50K
26,Private,181597,bachillerato,10,casado,Machine-op-inspct,Husband,Black,Masculino,0,0,40,Norte America,<=50K
49,Private,199029,universidad,13,casado,Sales,Husband,White,Masculino,0,2415,55,Norte America,>50K
37,Private,420040,primaria,2,casado,Farming-fishing,Husband,White,Masculino,0,0,40,Norte America,<=50K
28,funcionario,198201,secundaria,9,casado,Protective-serv,Husband,Black,Masculino,0,0,40,Norte America,<=50K
32,Private,226267,bachillerato,10,casado,Adm-clerical,Husband,White,Masculino,0,0,40,Norte America,<=50K
59,Private,244554,primaria,7,separado,Other-service,Not-in-family,Black,Femenino,0,0,35,Norte America,<=50K
31,funcionario,108464,bachillerato,12,casado,Tech-support,Husband,White,Masculino,0,0,40,Norte America,<=50K
62,funcionario,34916,bachillerato,10,casado,Prof-specialty,Husband,White,Masculino,0,0,40,Norte America,>50K
28,Private,412149,primaria,6,soltero,Farming-fishing,Other-relative,White,Masculino,0,0,35,Norte America,<=50K
34,Private,223267,secundaria,9,soltero,Exec-managerial,Other-relative,White,Masculino,0,0,50,Norte America,<=50K
39,Private,105803,bachillerato,10,casado,Sales,Husband,White,Masculino,0,0,40,Norte America,<=50K
37,Private,206888,secundaria,9,soltero,Exec-managerial,Not-in-family,White,Femenino,0,0,50,Norte America,<=50K
51,Private,108435,primaria,8,soltero,Other-service,Own-child,White,Masculino,0,0,40,Norte America,<=50K
30,funcionario,235271,universidad,13,casado,Prof-specialty,Husband,White,Masculino,0,0,50,Norte America,>50K
19,Private,39477,secundaria,9,soltero,Handlers-cleaners,Own-child,White,Masculino,0,0,40,Norte America,<=50K
60,funcionario,27466,bachillerato,10,separado,Exec-managerial,Not-in-family,White,Femenino,0,0,40,Europa,<=50K
36,Private,325802,secundaria,9,separado,Sales,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
43,funcionario,115562,secundaria,9,casado,Machine-op-inspct,Husband,White,Masculino,0,0,40,Norte America,<=50K
32,Private,103573,bachillerato,10,casado,Machine-op-inspct,Husband,White,Masculino,0,0,40,Norte America,<=50K
38,autonomo,140854,universidad,13,casado,Craft-repair,Husband,White,Masculino,0,0,50,Norte America,>50K
31,Private,113364,bachillerato,12,casado,Machine-op-inspct,Husband,White,Masculino,0,0,55,Norte America,<=50K
29,Private,168479,master,14,soltero,Sales,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
49,funcionario,46537,secundaria,9,separado,Adm-clerical,Not-in-family,White,Femenino,594,0,10,Norte America,<=50K
24,Private,308285,secundaria,9,soltero,Craft-repair,Own-child,White,Masculino,0,0,40,Norte America,<=50K
56,Private,212864,universidad,13,casado,Prof-specialty,Husband,White,Masculino,0,0,40,Norte America,>50K
45,Private,324655,universidad,13,soltero,Prof-specialty,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
18,Private,210828,bachillerato,10,soltero,Handlers-cleaners,Own-child,Other,Masculino,0,0,30,Norte America,<=50K
47,Private,192984,bachillerato,10,separado,Adm-clerical,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
35,autonomo,79586,master,14,casado,Prof-specialty,Husband,Asian-Pac-Islander,Masculino,0,0,40,Asia,>50K
50,Private,337606,secundaria,9,casado,Machine-op-inspct,Husband,White,Masculino,0,1485,40,Norte America,<=50K
52,Private,31460,secundaria,9,separado,Other-service,Not-in-family,White,Masculino,0,0,38,Norte America,<=50K
30,Private,91145,secundaria,9,soltero,Handlers-cleaners,Unmarried,White,Masculino,0,0,55,Norte America,<=50K
49,funcionario,349633,master,14,casado,Prof-specialty,Wife,White,Femenino,0,0,50,Norte America,>50K
26,Private,58426,secundaria,9,casado,Prof-specialty,Husband,White,Masculino,0,0,50,Norte America,<=50K
60,Private,103344,secundaria,9,casado,Craft-repair,Husband,White,Masculino,15024,0,40,Norte America,>50K
45,funcionario,60267,secundaria,9,casado,Adm-clerical,Husband,White,Masculino,0,0,40,Norte America,>50K
24,Private,97676,bachillerato,10,casado,Tech-support,Husband,White,Masculino,0,0,40,Norte America,<=50K
56,autonomo,42298,primaria,5,casado,Exec-managerial,Husband,Black,Masculino,0,0,40,Norte America,<=50K
20,Private,239577,bachillerato,10,soltero,Handlers-cleaners,Own-child,White,Masculino,0,0,40,Norte America,<=50K
40,autonomo,142030,universidad,13,casado,Exec-managerial,Wife,White,Femenino,0,0,55,Norte America,>50K
33,Private,213722,secundaria,9,casado,Transport-moving,Husband,White,Masculino,0,0,35,Europa,<=50K
23,funcionario,237498,secundaria,9,soltero,Protective-serv,Not-in-family,White,Masculino,0,0,45,Norte America,<=50K
59,Private,283005,primaria,7,separado,Adm-clerical,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
35,autonomo,264627,primaria,7,separado,Exec-managerial,Unmarried,White,Femenino,0,0,84,Norte America,<=50K
20,Private,353195,secundaria,9,soltero,Craft-repair,Not-in-family,White,Masculino,0,0,35,Norte America,<=50K
43,Private,182521,master,15,separado,Prof-specialty,Unmarried,White,Femenino,15020,0,35,Norte America,>50K
17,funcionario,308901,primaria,7,soltero,Adm-clerical,Own-child,White,Femenino,0,0,15,Norte America,<=50K
34,Private,137814,bachillerato,10,separado,Sales,Not-in-family,White,Masculino,0,0,45,Norte America,<=50K
30,Private,382368,secundaria,9,casado,Handlers-cleaners,Husband,White,Masculino,0,0,40,Norte America,<=50K
37,Private,285637,secundaria,9,soltero,Transport-moving,Not-in-family,Black,Masculino,0,0,50,Norte America,<=50K
38,Private,203836,bachillerato,11,casado,Handlers-cleaners,Husband,White,Masculino,0,0,48,Norte America,>50K
26,Private,297991,universidad,13,casado,Sales,Not-in-family,Asian-Pac-Islander,Femenino,0,1977,75,Asia,>50K
38,Private,199256,secundaria,9,separado,Adm-clerical,Unmarried,White,Femenino,0,0,40,Norte America,<=50K
51,Private,427781,secundaria,9,casado,Transport-moving,Husband,Black,Masculino,0,0,40,Norte America,<=50K
30,Private,94235,universidad,13,casado,Prof-specialty,Husband,White,Masculino,0,1977,50,Norte America,>50K
37,Private,258289,secundaria,9,casado,Transport-moving,Husband,White,Masculino,0,0,40,Norte America,<=50K
67,autonomo,139960,primaria,4,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
56,Private,329654,universidad,13,casado,Exec-managerial,Wife,Asian-Pac-Islander,Femenino,7688,0,50,Norte America,>50K
42,autonomo,282069,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
22,Private,116800,bachillerato,12,soltero,Protective-serv,Own-child,White,Masculino,0,0,60,Norte America,<=50K
36,Private,138088,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,45,Norte America,<=50K
20,Private,216811,bachillerato,10,soltero,Sales,Own-child,White,Femenino,0,0,40,Norte America,<=50K
24,Private,214399,universidad,13,soltero,Prof-specialty,Own-child,White,Femenino,0,0,55,Norte America,<=50K
44,Private,120277,master,14,casado,Exec-managerial,Husband,White,Masculino,0,0,38,Norte America,>50K
18,Private,397606,secundaria,9,soltero,Craft-repair,Own-child,White,Masculino,0,0,40,Norte America,<=50K
39,Private,135162,primaria,8,casado,Craft-repair,Husband,White,Masculino,0,0,45,Norte America,<=50K
21,Private,263641,secundaria,9,separado,Sales,Other-relative,White,Femenino,0,0,40,Norte America,<=50K
49,Private,121253,secundaria,9,separado,Exec-managerial,Not-in-family,White,Femenino,0,1564,40,Norte America,>50K
53,Private,98561,secundaria,9,separado,Tech-support,Not-in-family,White,Masculino,0,0,39,Norte America,>50K
45,Private,257609,universidad,13,casado,Exec-managerial,Husband,White,Masculino,0,0,40,Norte America,>50K
51,autonomo,338260,master,15,casado,Prof-specialty,Husband,White,Masculino,15024,0,60,Norte America,>50K
27,funcionario,286352,universidad,13,soltero,Prof-specialty,Not-in-family,White,Femenino,0,0,35,Norte America,<=50K
30,Private,97933,bachillerato,12,casado,Transport-moving,Wife,White,Femenino,0,1485,37,Norte America,>50K
49,Private,60751,secundaria,9,casado,Protective-serv,Husband,White,Masculino,0,0,40,Norte America,<=50K
48,Private,95388,bachillerato,10,soltero,Exec-managerial,Not-in-family,Black,Femenino,0,0,40,Norte America,<=50K
28,Private,183780,secundaria,9,casado,Transport-moving,Husband,White,Masculino,0,1740,40,Norte America,<=50K
29,Private,186624,secundaria,9,casado,Other-service,Wife,White,Femenino,0,0,40,Norte America,<=50K
60,Private,53707,secundaria,9,casado,Prof-specialty,Husband,White,Masculino,0,0,40,Norte America,>50K
28,Private,189257,primaria,5,soltero,Handlers-cleaners,Own-child,Black,Femenino,0,0,24,Norte America,<=50K
50,autonomo,262777,master,14,separado,Exec-managerial,Unmarried,Asian-Pac-Islander,Masculino,0,0,45,Asia,<=50K
39,Private,370585,secundaria,9,separado,Machine-op-inspct,Not-in-family,Black,Masculino,0,0,40,Norte America,<=50K
30,Private,107793,bachillerato,10,casado,Transport-moving,Husband,White,Masculino,0,0,56,Norte America,>50K
41,Private,327723,secundaria,9,separado,Exec-managerial,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
61,Private,316359,bachillerato,10,separado,Sales,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
19,Private,144911,bachillerato,10,soltero,Other-service,Own-child,White,Masculino,0,0,20,Norte America,<=50K
49,Private,91608,bachillerato,10,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,<=50K
37,autonomo,163998,bachillerato,12,casado,Sales,Husband,White,Masculino,0,0,50,Norte America,>50K
33,Private,232475,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,40,Norte America,>50K
47,Private,50092,universidad,13,separado,Exec-managerial,Unmarried,Other,Masculino,0,1138,40,Norte America,<=50K
62,autonomo,204085,bachillerato,10,casado,Sales,Husband,White,Masculino,0,0,25,Norte America,<=50K
27,funcionario,340269,bachillerato,10,soltero,Protective-serv,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
65,Private,183170,secundaria,9,separado,Other-service,Not-in-family,White,Masculino,0,0,25,Norte America,<=50K
44,funcionario,240628,bachillerato,12,separado,Exec-managerial,Not-in-family,White,Femenino,2354,0,40,Norte America,<=50K
21,Private,221955,primaria,5,soltero,Handlers-cleaners,Other-relative,White,Masculino,0,0,40,Norte America,<=50K
67,funcionario,204123,universidad,13,casado,Prof-specialty,Husband,White,Masculino,0,0,10,Norte America,<=50K
20,Private,344278,primaria,7,separado,Other-service,Own-child,White,Femenino,0,0,40,Norte America,<=50K
37,Private,198097,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,0,60,Norte America,<=50K
45,Private,175958,master,15,casado,Exec-managerial,Husband,White,Masculino,0,0,40,Norte America,>50K
26,funcionario,147719,universidad,13,soltero,Prof-specialty,Not-in-family,Asian-Pac-Islander,Masculino,0,0,20,Asia,<=50K
36,Private,220696,secundaria,9,separado,Machine-op-inspct,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
21,Private,227220,secundaria,9,soltero,Other-service,Other-relative,White,Femenino,0,0,33,Norte America,<=50K
21,Private,285522,bachillerato,10,soltero,Craft-repair,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
28,Private,29444,secundaria,9,casado,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Masculino,0,0,40,Norte America,<=50K
24,Private,240063,universidad,13,soltero,Prof-specialty,Not-in-family,White,Masculino,0,0,20,Norte America,<=50K
29,Private,205499,bachillerato,10,casado,Protective-serv,Husband,White,Masculino,0,0,45,Norte America,<=50K
35,Private,252897,bachillerato,12,soltero,Adm-clerical,Not-in-family,White,Femenino,14344,0,40,Norte America,>50K
32,Private,327902,secundaria,9,casado,Sales,Husband,White,Masculino,0,0,40,Norte America,<=50K
41,Private,206470,universidad,13,casado,Prof-specialty,Husband,White,Masculino,0,0,40,Europa,<=50K
31,Private,342730,bachillerato,12,separado,Transport-moving,Not-in-family,White,Masculino,0,0,45,Norte America,<=50K
24,Private,283613,universidad,13,soltero,Prof-specialty,Not-in-family,White,Masculino,0,0,43,Norte America,<=50K
43,funcionario,125405,secundaria,9,casado,Protective-serv,Husband,White,Masculino,0,0,40,Norte America,<=50K
23,Private,234791,bachillerato,10,soltero,Other-service,Unmarried,White,Femenino,0,0,36,Norte America,<=50K
36,funcionario,491000,bachillerato,12,soltero,Prof-specialty,Own-child,Black,Masculino,0,0,40,Norte America,<=50K
35,Private,289106,bachillerato,12,separado,Sales,Unmarried,White,Masculino,0,0,40,Norte America,<=50K
20,funcionario,347935,bachillerato,10,soltero,Protective-serv,Own-child,Black,Masculino,0,0,40,Norte America,<=50K
42,funcionario,97688,bachillerato,10,casado,Craft-repair,Husband,White,Masculino,5178,0,40,Norte America,>50K
33,Private,112383,bachillerato,10,casado,Prof-specialty,Husband,White,Masculino,0,0,40,Norte America,<=50K
31,Private,398988,bachillerato,10,soltero,Exec-managerial,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
35,funcionario,177305,bachillerato,10,casado,Exec-managerial,Husband,White,Masculino,0,2377,40,Norte America,<=50K
42,funcionario,150533,master,14,casado,Protective-serv,Husband,White,Masculino,7688,0,35,Norte America,>50K
33,funcionario,160261,universidad,13,casado,Exec-managerial,Husband,Asian-Pac-Islander,Masculino,0,0,40,Asia,<=50K
46,funcionario,27802,bachillerato,12,casado,Tech-support,Husband,White,Masculino,0,0,38,Norte America,>50K
37,funcionario,233825,universidad,13,casado,Prof-specialty,Wife,White,Femenino,15024,0,50,Norte America,>50K
33,Private,188352,master,14,soltero,Prof-specialty,Not-in-family,Black,Masculino,0,0,50,Norte America,<=50K
19,Private,193859,bachillerato,10,soltero,Adm-clerical,Not-in-family,White,Masculino,2176,0,35,Europa,<=50K
60,Private,194589,universidad,13,casado,Prof-specialty,Husband,White,Masculino,7688,0,40,Norte America,>50K
44,Private,267790,primaria,5,soltero,Other-service,Unmarried,Black,Femenino,0,0,40,Norte America,<=50K
44,Private,187322,universidad,13,separado,Transport-moving,Not-in-family,White,Masculino,0,0,40,Norte America,<=50K
46,Private,161819,secundaria,9,separado,Other-service,Unmarried,Black,Femenino,0,0,25,Norte America,<=50K
44,Private,248249,primaria,4,casado,Handlers-cleaners,Husband,White,Masculino,0,0,50,Norte America,<=50K
25,Private,169905,secundaria,9,soltero,Craft-repair,Own-child,White,Masculino,0,0,40,Norte America,<=50K
22,Private,229456,secundaria,9,soltero,Adm-clerical,Own-child,Black,Femenino,0,0,38,Norte America,<=50K
18,Private,178142,secundaria,9,soltero,Craft-repair,Own-child,White,Masculino,0,0,40,Norte America,<=50K
36,Private,350783,secundaria,9,soltero,Prof-specialty,Not-in-family,White,Femenino,0,0,38,Norte America,<=50K
43,Private,265072,universidad,13,soltero,Prof-specialty,Not-in-family,Asian-Pac-Islander,Masculino,0,2258,50,Norte America,>50K
23,Private,109307,bachillerato,11,soltero,Exec-managerial,Own-child,White,Masculino,0,0,40,Norte America,<=50K
43,Private,383670,secundaria,9,casado,Craft-repair,Husband,White,Masculino,0,1902,40,Norte America,>50K
20,Private,231231,bachillerato,10,soltero,Sales,Not-in-family,White,Masculino,0,0,30,Norte America,<=50K
55,Private,158702,primaria,6,casado,Craft-repair,Not-in-family,White,Masculino,0,0,50,Norte America,<=50K
50,Private,131819,secundaria,9,separado,Other-service,Not-in-family,White,Femenino,0,0,40,Norte America,<=50K
